hand_id,hero_position,hero_position_type,hero_open_position,hero_3b_position,pot_type,hero_squeeze,final_pot_type,hero_stack,hero_cards,SB_BB,flop_cards,turn_card,river_card,preflop_actions,preflop_action_1st_bet,preflop_action_3B,preflop_action_4B,preflop_action_5B,preflop_action_limp,preflop_action_limp_fold,preflop_action_limp_call,Preflop_Pot,flop_actions,Flop_Pot,turn_actions,Turn_Pot,river_actions,River_Pot,Result(Hero),Total_Pot,cash_drop,IP_Cbet_Flop,OOP_Cbet_Flop,IP_Cbet_Response,OOP_Cbet_Response,OOP_Donk_Flop,Miss_Cbet_OOP,Miss_Cbet_OOP_Response,Miss_Cbet_IP,Miss_Cbet_IP_Response
RC3336552669,Hero(SB),NA,,,SRP,NO,1v1,117BB,5d Tc,$0.02/$0.05,Td Js 7c,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): calls 1.0BB,Opp(BTN): raises 2.0BB; Hero(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Opp(BTN): bets 2.2BB; Opp(BB): folds; ,4.4BB,,0BB,,0BB,-0.4BB,4.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336552590,Hero(BB),NA,,,SRP,NO,fold,118BB,Td 4d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3336552550,Hero(MP),NA,,,SRP,NO,fold,118BB,9h 4c,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336552522,Hero(MP),NA,,,SRP,NO,fold,118BB,Qc 2d,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 2.6BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552484,Hero(CO),NA,,,SRP,NO,fold,118BB,5s Qs,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 3.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 3.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552461,Hero(UTG),NA,,,SRP,NO,fold,118BB,5c 8d,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 3.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(CO): raises 3.0BB; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336552415,Hero(MP),NA,,,3B,NO,1v1,118BB,Ks 9s,$0.02/$0.05,5d Qh 3d,7c,5h,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): raises 9.2BB; Opp(BB): folds; Opp(BTN): calls 7.2BB,Opp(BTN): raises 2.0BB,Opp(SB): raises 9.2BB; Opp(BB): folds; Opp(BTN): calls 7.2BB,,,,,,19.8BB,Opp(SB): bets 11.6BB; Opp(BTN): calls 11.6BB; ,43.0BB,Opp(SB): bets 21.0BB; Opp(BTN): calls 21.0BB; ,85.0BB,Opp(SB): checks; Opp(BTN): checks; ,85.0BB,0BB,84.6BB,,NO,NO,,IP call,YES,YES,,YES,
RC3336552359,Hero(SB),NA,,,SRP,NO,fold,118BB,2d Jd,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336552252,Hero(BB),NA,,,3B,NO,1v1,119BB,9s Qh,$0.02/$0.05,Kc 6h Qc,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 6.4BB; Opp(SB): folds; Hero(BB): folds; Opp(UTG): calls 4.4BB,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds,Opp(BTN): raises 6.4BB; Opp(SB): folds; Hero(BB): folds; Opp(UTG): calls 4.4BB,,,,,,14.2BB,Opp(UTG): checks; Opp(BTN): bets 4.8BB; Opp(UTG): folds; ,14.2BB,,0BB,,0BB,-1.0BB,14.2BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336552226,Hero(BTN),NA,,,limped,NO,fold,119BB,8h 9s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336552201,Hero(UTG),NA,,,3B,NO,fold,119BB,5h Qs,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 10.0BB; Opp(BB): folds; Opp(MP): folds,Opp(MP): raises 2.4BB; Opp(CO): folds; Opp(BTN): folds,Opp(SB): raises 10.0BB; Opp(BB): folds; Opp(MP): folds,,,,,,6.2BB,,0BB,,0BB,,0BB,0BB,5.8BB,,,,,,NO,,,,
RC3336551996,Hero(BB),IP,,,SRP,NO,1v1,121BB,2h 2d,$0.02/$0.05,Ad 9h Qs,Ah,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Hero(BB): calls 1.0BB,Opp(SB): raises 2.0BB; Hero(BB): calls 1.0BB,,,,,,,4.4BB,Opp(SB): checks; Hero(BB): checks; ,4.4BB,Opp(SB): bets 2.0BB; Hero(BB): folds; ,4.4BB,,0BB,-2.0BB,4.0BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336551942,Hero(BTN),NA,,,limped,NO,fold,121BB,3s 4d,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336551914,Hero(UTG),NA,,,SRP,NO,fold,121BB,2d 3c,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): raises 2.0BB; Opp(BB): folds,Opp(SB): raises 2.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336551887,Hero(SB),NA,,,limped,NO,fold,122BB,7h 4s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3336551788,Hero(CO),NA,,,SRP,NO,fold,122BB,3h Qd,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Hero(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336551750,Hero(UTG),NA,,,limped,NO,fold,122BB,Ts Kc,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336551701,Hero(CO),NA,,,3B,NO,1v1,122BB,Jd 4h,$0.02/$0.05,Ts Kh 4d,,,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): raises 6.4BB; Opp(BTN): calls 4.4BB,Opp(BTN): raises 2.0BB; Opp(SB): folds,Opp(BB): raises 6.4BB; Opp(BTN): calls 4.4BB,,,,,,14.2BB,Opp(BB): bets 4.4BB; Opp(BTN): folds; ,14.2BB,,0BB,,0BB,0BB,13.2BB,,,NO,,IP fold,YES,,,,
RC3336551502,Hero(SB),OOP,,,SRP,NO,multi,124BB,Tc Ts,$0.02/$0.05,4h Ks Jd,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): calls 2.2BB; Opp(BB): calls 1.6BB,Opp(CO): raises 2.6BB; Opp(BTN): folds; Hero(SB): calls 2.2BB; Opp(BB): calls 1.6BB,,,,,,,7.8BB,Hero(SB): checks; Opp(BB): checks; Opp(CO): bets 5.2BB; Hero(SB): folds; Opp(BB): folds; ,7.8BB,,0BB,,0BB,-2.6BB,7.8BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336551409,Hero(BTN),NA,,,SRP,NO,1v1,124BB,7c Td,$0.02/$0.05,Kd Th 2h,6h,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): folds,Opp(CO): raises 2.0BB; Hero(BTN): folds; Opp(SB): calls 1.6BB; Opp(BB): folds,,,,,,,5.0BB,Opp(SB): checks; Opp(CO): bets 1.8BB; Opp(SB): calls 1.8BB; ,8.6BB,Opp(SB): bets 4.4BB; Opp(CO): folds; ,8.6BB,,0BB,0BB,8.6BB,,YES,NO,OOP call,,NO,YES,,,
RC3336551017,Hero(BB),OOP,,,SRP,NO,1v1,117BB,7h 9h,$0.02/$0.05,3s Qd 7d,7c,9d,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.4BB,Opp(CO): raises 2.4BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.4BB,,,,,,,5.2BB,Hero(BB): checks; Opp(CO): bets 1.8BB; Hero(BB): calls 1.8BB; ,8.8BB,Hero(BB): checks; Opp(CO): checks; ,8.8BB,Hero(BB): bets 3.0BB; Opp(CO): calls 3.0BB; ,14.8BB,7.0BB,14.8BB,,YES,NO,OOP call,,NO,YES,,,
RC3336550630,Hero(UTG),OOP,UTG,,SRP,NO,1v1,112BB,7h 7d,$0.02/$0.05,Ah 4h 4s,8d,2c,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,5.4BB,Hero(UTG): bets 1.8BB; Opp(BTN): calls 1.8BB; ,9.0BB,Hero(UTG): checks; Opp(BTN): checks; ,9.0BB,Hero(UTG): checks; Opp(BTN): checks; ,9.0BB,4.8BB,9.0BB,,NO,NO,,IP call,YES,YES,,YES,
RC3336550584,Hero(MP),NA,,,limped,NO,fold,112BB,8d 5d,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336550540,Hero(MP),NA,,,SRP,NO,fold,112BB,8d As,$0.02/$0.05,,,,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.6BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336550482,Hero(SB),NA,,,limped,NO,fold,113BB,3d 7c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,-0.4BB,0.8BB,,,,,,NO,,,,
RC3336550436,Hero(BTN),NA,,,3B,NO,fold,113BB,7h 9s,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 6.4BB; Opp(BB): folds; Opp(UTG): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds,Opp(SB): raises 6.4BB; Opp(BB): folds; Opp(UTG): folds,,,,,,5.4BB,,0BB,,0BB,,0BB,0BB,5.0BB,,,,,,NO,,,,
RC3336550284,Hero(BB),NA,,,SRP,NO,fold,114BB,Qh 4h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3336550254,Hero(UTG),NA,,,3B,NO,fold,114BB,9h Ac,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,Opp(MP): raises 2.6BB; Opp(CO): folds,Opp(BTN): raises 8.0BB; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,0BB,6.6BB,,,,,,NO,,,,
RC3336550187,Hero(CO),NA,,,SRP,NO,1v1,114BB,3c Js,$0.02/$0.05,6s Kd 8h,8c,5h,Opp(UTG): folds; Opp(MP): folds; Hero(CO): folds; Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): calls 1.2BB,Opp(BTN): raises 2.2BB; Opp(SB): folds; Opp(BB): calls 1.2BB,,,,,,,4.8BB,Opp(BB): checks; Opp(BTN): bets 1.6BB; Opp(BB): calls 1.6BB; ,8.0BB,Opp(BB): checks; Opp(BTN): checks; ,8.0BB,Opp(BB): bets 4.0BB; Opp(BTN): folds; ,8.0BB,0BB,8.0BB,,YES,NO,OOP call,,NO,YES,,,
RC3336550163,Hero(UTG),NA,,,SRP,NO,1v1,114BB,6h 2s,$0.02/$0.05,3d 5c 9h,,,Hero(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): calls 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): calls 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,6.6BB,Opp(MP): checks; Opp(BTN): bets 2.2BB; Opp(MP): folds; ,6.6BB,,0BB,,0BB,0BB,6.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336550114,Hero(BTN),NA,,,3B,NO,fold,114BB,2d Jc,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.2BB; Opp(CO): raises 6.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,Opp(MP): raises 2.2BB,Opp(CO): raises 6.6BB; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds; Opp(MP): folds,,,,,,5.8BB,,0BB,,0BB,,0BB,0BB,5.8BB,,,,,,NO,,,,
RC3336550051,Hero(SB),NA,,,SRP,NO,fold,114BB,Ad 2h,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.2BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(CO): raises 2.2BB; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336549973,Hero(BB),NA,,,SRP,NO,fold,115BB,4c Qh,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,Opp(CO): raises 2.0BB; Opp(BTN): folds; Opp(SB): folds; Hero(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-1.0BB,2.4BB,,,,,,NO,,,,
RC3336549954,Hero(UTG),NA,,,SRP,NO,1v1,115BB,2d 4s,$0.02/$0.05,Qc Td 5c,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(BTN): bets 2.8BB; Opp(BB): folds; ,5.6BB,,0BB,,0BB,0BB,5.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336549921,Hero(UTG),NA,,,SRP,NO,fold,115BB,Qd 5s,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.0BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336549886,Hero(MP),NA,,,3B,NO,fold,115BB,9d 4c,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): raises 7.6BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): folds,Opp(CO): raises 2.6BB,Opp(BTN): raises 7.6BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,0BB,6.6BB,,,,,,NO,,,,
RC3336549800,Hero(SB),NA,,,SRP,NO,1v1,116BB,Jd 9d,$0.02/$0.05,Ks Th 5s,Qc,7s,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): calls 1.6BB,Opp(BTN): raises 2.6BB; Hero(SB): folds; Opp(BB): calls 1.6BB,,,,,,,5.6BB,Opp(BB): checks; Opp(BTN): checks; ,5.6BB,Opp(BB): checks; Opp(BTN): checks; ,5.6BB,Opp(BB): bets 5.2BB; Opp(BTN): folds; ,5.6BB,-0.4BB,5.6BB,,NO,NO,,,NO,YES,IP check,YES,
RC3336549752,Hero(BTN),NA,,,limped,NO,fold,116BB,3d Td,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336549690,Hero(BB),NA,,,SRP,NO,1v1,117BB,Jh 5c,$0.02/$0.05,Ah 7s 8c,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Hero(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): folds; Hero(BB): folds,,,,,,,5.4BB,Opp(UTG): bets 2.0BB; Opp(BTN): folds; ,5.4BB,,0BB,,0BB,-1.0BB,5.4BB,,,NO,,IP fold,YES,,,,
RC3336549663,Hero(UTG),NA,,,limped,NO,1v1,117BB,7d Jc,$0.02/$0.05,5c 4h 3s,,,Hero(UTG): folds; Opp(MP): calls 1.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): checks,,,,,,,,2.4BB,Opp(BB): checks; Opp(MP): bets 1.0BB; Opp(BB): folds; ,2.4BB,,0BB,,0BB,0BB,2.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336549636,Hero(UTG),NA,,,SRP,NO,multi,117BB,4s 5d,$0.02/$0.05,Kd 3h Qs,8d,4c,Hero(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): calls 2.0BB; Opp(SB): calls 1.6BB; Opp(BB): calls 1.0BB,,,,,,,8.0BB,Opp(SB): checks; Opp(BB): checks; Opp(MP): bets 4.0BB; Opp(BTN): calls 4.0BB; Opp(SB): folds; Opp(BB): folds; ,16.0BB,Opp(MP): bets 13.6BB; Opp(BTN): calls 13.6BB; ,43.2BB,Opp(MP): bets 21.6BB; Opp(BTN): folds; ,43.2BB,0BB,43.2BB,,NO,NO,,,NO,YES,,YES,
RC3336549596,Hero(BTN),NA,,,SRP,NO,fold,117BB,2s 3s,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): raises 3.0BB; Opp(BB): folds,Opp(SB): raises 3.0BB; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.0BB,,,,,,NO,,,,
RC3336549568,Hero(UTG),NA,,,SRP,NO,1v1,117BB,Jh 8c,$0.02/$0.05,Kd 6c 3c,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,Opp(BTN): raises 3.0BB; Opp(SB): folds; Opp(BB): calls 2.0BB,,,,,,,6.4BB,Opp(BB): checks; Opp(BTN): bets 2.0BB; Opp(BB): folds; ,6.4BB,,0BB,,0BB,0BB,6.4BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336549403,Hero(BB),OOP,,,SRP,NO,1v1,119BB,5c 5h,$0.02/$0.05,2s 6c Tc,,,Opp(UTG): folds; Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.6BB,Opp(MP): raises 2.6BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Hero(BB): calls 1.6BB,,,,,,,5.6BB,Hero(BB): checks; Opp(MP): bets 2.8BB; Hero(BB): folds; ,5.6BB,,0BB,,0BB,-2.6BB,5.6BB,,YES,NO,OOP fold,,NO,YES,,,
RC3336549339,Hero(SB),NA,,,SRP,NO,fold,120BB,Jh 8c,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336549289,Hero(MP),NA,,,limped,NO,fold,120BB,2c Qd,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0BB,0.8BB,,,,,,NO,,,,
RC3336548905,Hero(MP),IP,MP,,SRP,NO,1v1,102BB,Ad Kd,$0.02/$0.05,6d Kh Ac,Jc,8h,Opp(UTG): folds; Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(MP): raises 2.0BB; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(MP): bets 1.6BB; Opp(BB): raises 7.4BB; Hero(MP): calls 5.8BB; ,19.2BB,Opp(BB): bets 10.6BB; Hero(MP): calls 10.6BB; ,40.4BB,Opp(BB): checks; Hero(MP): checks; ,40.4BB,17.2BB,40.4BB,,YES,NO,OOP XR,,NO,YES,,,
RC3336548844,Hero(MP),NA,,,SRP,NO,fold,102BB,9s Th,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Hero(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336548792,Hero(MP),NA,,,SRP,NO,fold,102BB,5d Qs,$0.02/$0.05,,,,Opp(UTG): folds; Hero(MP): folds; Opp(CO): folds; Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,Opp(BTN): raises 2.6BB; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336548740,Hero(SB),NA,,,SRP,NO,fold,103BB,Qh 8d,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Hero(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,-0.4BB,2.4BB,,,,,,NO,,,,
RC3336548681,Hero(BB),IP,,,limped,NO,fold,102BB,3d Ks,$0.02/$0.05,,,,Opp(UTG): folds; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds,,,,,,,,0.8BB,,0BB,,0BB,,0BB,0.4BB,0.8BB,,,,,,NO,,,,
RC3336548606,Hero(BTN),NA,,,SRP,NO,fold,102BB,Jc 6h,$0.02/$0.05,,,,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,Opp(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Hero(BTN): folds; Opp(SB): folds; Opp(BB): folds,,,,,,,2.4BB,,0BB,,0BB,,0BB,0BB,2.4BB,,,,,,NO,,,,
RC3336548576,Hero(UTG),NA,,,3B,NO,fold,102BB,2d Th,$0.02/$0.05,,,,Hero(UTG): folds; Opp(MP): folds; Opp(CO): raises 2.6BB; Opp(BTN): raises 9.2BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): folds,Opp(CO): raises 2.6BB,Opp(BTN): raises 9.2BB; Opp(SB): folds; Opp(BB): folds; Opp(CO): folds,,,,,,6.6BB,,0BB,,0BB,,0BB,0BB,6.6BB,,,,,,NO,,,,
RC3336548280,Hero(UTG),IP,UTG,,SRP,NO,1v1,106BB,Kc Kd,$0.02/$0.05,3c 8h As,7s,8c,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,Hero(UTG): raises 2.0BB; Opp(MP): folds; Opp(CO): folds; Opp(BTN): folds; Opp(SB): folds; Opp(BB): calls 1.0BB,,,,,,,4.4BB,Opp(BB): checks; Hero(UTG): bets 1.6BB; Opp(BB): calls 1.6BB; ,7.6BB,Opp(BB): checks; Hero(UTG): checks; ,7.6BB,Opp(BB): bets 5.8BB; Hero(UTG): folds; ,7.6BB,-3.6BB,7.6BB,,YES,NO,OOP call,,NO,YES,,,
