hand_id,hero_position,hero_stack,hero_cards,flop_cards,turn_card,river_card,preflop_actions,flop_actions,turn_actions,river_actions,result
RC3334561180,5,6.8,5d 5h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; ,,,,Opponent 3
RC3334561154,5,6.8,4s 9c,7h 3h 7s,7d,4c,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.26; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.25; Opponent: calls $0.25; ,Opponent: bets $0.56; ,Opponent collected $1.18 from pot
RC3334561127,3,6.85,6d 2h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334561102,4,6.85,6h 9d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334560656,2,6.16,6s 7s,6d 7c 3d,Js,4s,Opponent: raises $0.05 to $0.1; Hero: calls $0.08; Opponent: calls $0.05; ,Hero: checks; Opponent: checks; Opponent: checks; ,Hero: bets $0.16; Opponent: calls $0.16; ,Hero: bets $0.32; Opponent: calls $0.32; Hero: shows [6s 7s] (Pair of Sevens and Pair of Sixes); Opponent: shows [2h Jh] (Pair of Jacks); ,Hero collected $1.2 from pot
RC3334560629,3,6.21,5d 4h,,,,,,,,Opponent 3
RC3334560598,4,6.21,Jd 6h,Qh 9s Td,9h,Tc,Opponent: raises $0.08 to $0.13; Opponent: raises $0.27 to $0.4; Opponent: raises $0.55 to $0.95 and is all-in; Opponent: calls $0.82; Opponent: raises $4.1 to $5.05 and is all-in; Opponent: shows [Kh Ad]; Opponent: shows [8c 8d]; ,,,,Opponent collected $2.66 from pot
RC3334560576,5,6.21,3h 7d,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334560523,5,6.14,7h Ks,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334560492,3,6.19,Kc 7s,,,,,,,,Opponent 3
RC3334560205,5,5.73,Kc Qd,9s 8c Jc,Tc,Jh,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: bets $0.3; Opponent: calls $0.3; ,Opponent: checks; Hero: checks; Opponent: shows [Ac 7h] (Jacks-High Straight); Hero: shows [Kc Qd] (Kings-High Straight); ,Hero collected $0.94 from pot
RC3334560177,1,5.73,2c 4d,8c 9c As,Qd,Th,Opponent: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.14; Opponent: raises $0.4 to $0.54; Opponent: calls $0.4; Opponent: shows [Kd Js] (Aces-High Straight); Opponent: shows [7h 6h] (Tens-High Straight); ,Opponent collected $1.27 from pot
RC3334560129,6,5.73,9s Qh,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3334559964,1,5.83,Kd 8d,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.35 to $0.45; ,,,,Opponent 2
RC3334559941,6,5.83,7s 8d,,,,,,,,Opponent 3
RC3334559909,6,5.83,Qs 7c,6h Kd 8h,Jh,6c,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.22; Opponent: calls $0.22; ,Opponent: bets $0.33; ,Opponent collected $0.63 from pot
RC3334559882,6,5.83,5h 7s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334559838,4,5.83,3h Ks,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334559811,2,5.78,Tc Jd,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 4
RC3334559755,3,5.83,7h Qs,,,,,,,,Opponent 3
RC3334558862,6,5.83,6d Ad,,,,,,,,Opponent 3
RC3334558836,2,5.85,9c Kd,,,,,,,,Opponent 3
RC3334558812,5,5.85,7d 8h,,,,,,,,Opponent 3
RC3334558786,4,5.85,8s 7c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334558674,3,5.9,Ks 9s,4s 7c Js,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.25 to $0.35; Opponent: calls $0.25; ,Opponent: bets $0.38; ,,,Opponent collected $0.72 from pot
RC3334558647,1,5.9,Tc 3d,4s 6h 8h,4h,Ah,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Ac 9s] (Pair of Aces and Pair of Fours); Opponent: shows [As Js] (Pair of Aces and Pair of Fours); ,Opponent collected $0.27 from pot
RC3334558606,2,5.92,8d Qc,4h 3h Ks,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.27 from pot
RC3334558582,1,5.92,6c 9d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 2
RC3334558215,4,6.25,9h 9d,6s Jd 3c,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.23 to $0.33; Opponent: calls $0.33; Hero: calls $0.23; ,Hero: checks; Opponent: checks; Opponent: bets $0.53; ,,,Opponent collected $1.01 from pot
RC3334558100,2,6.27,8c Jc,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; ,,,,Opponent 1
RC3334558074,1,6.2,5h 7c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 2
RC3334558049,5,6.2,4h 2s,7d Kh Qs,2h,Ks,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Ts Js] (Pair of Kings); Opponent: shows [Jd Qd] (Pair of Kings and Pair of Queens); ,Opponent collected $0.4 from pot
RC3334558028,4,6.2,3h 9d,6c 3d 2d,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.16; Opponent: raises $0.23 to $0.39; Opponent: raises $0.46 to $0.85; ,,,Opponent collected $0.94 from pot
RC3334558001,3,6.25,Td 4h,,,,,,,,Opponent 3
RC3334557971,4,6.25,9h 5s,,,,,,,,Opponent 3
RC3334557498,3,6.3,Ad Td,,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.27 to $0.37; ,,,,Opponent 2
RC3334557479,5,6.3,8h Jd,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334557453,6,6.3,2c Ah,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334556894,5,5.57,Ts Th,6c Td Ah,Kd,Js,Opponent: raises $0.05 to $0.1; Hero: calls $0.1; Opponent: calls $0.1; ,Opponent: checks; Hero: bets $0.2; Opponent: calls $0.2; ,Opponent: checks; Hero: bets $0.4; Opponent: calls $0.4; ,Opponent: checks; Hero: checks; Opponent: shows [Ac 8c] (Pair of Aces); Hero: shows [Ts Th] (Three Tens); ,Hero collected $1.43 from pot
RC3334556866,2,5.59,3d Jd,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334556839,1,5.59,3s Kd,,,,,,,,Opponent 3
RC3334556811,5,5.59,Jd Qh,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.28 to $0.38; ,,,,Opponent 6
RC3334556744,3,5.64,8s 9d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334556710,1,5.64,4s Qh,Jc Ts Ac,7c,2h,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.32; Opponent: calls $0.32; ,Opponent: checks; Opponent: bets $0.32; Opponent: calls $0.32; ,Opponent: checks; Opponent: bets $0.8; Opponent: calls $0.8; Opponent: shows [Ad Tc] (Pair of Aces and Pair of Tens); Opponent: shows [8s As] (Pair of Aces); ,Opponent collected $2.98 from pot
RC3334556686,5,5.64,7d 5c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334556662,6,5.64,8d Ah,6s Kd Qs,7c,Qd,Opponent: raises $0.06 to $0.11; Opponent: calls $0.06; ,Opponent: checks; Opponent: bets $0.09; Opponent: calls $0.09; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.32; Opponent: calls $0.32; Opponent: shows [Jd Tc] (Pair of Queens); Opponent: shows [9h Ks] (Pair of Kings and Pair of Queens); ,Opponent collected $1.01 from pot
RC3334556328,1,5.03,5c 6c,Kc 9s 5d,2h,8s,Hero: raises $0.05 to $0.1; Opponent: raises $0.22 to $0.32; Hero: calls $0.22; ,Opponent: bets $0.33; Hero: calls $0.33; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [Qc Ad] (Ace-High); Hero: shows [5c 6c] (Pair of Fives); ,Hero collected $1.26 from pot
RC3334556274,2,5.05,6d 4c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3334556249,6,5.05,6c Tc,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.23 to $0.34; Opponent: raises $0.38 to $0.72; Opponent: raises $8.16 to $8.88 and is all-in; ,,,,Opponent 5
RC3334556187,2,5.07,9h 3d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334555698,3,5.3,8h 9h,6h Jc Tc,Ad,Qs,Opponent: raises $0.08 to $0.13; Hero: calls $0.08; ,Hero: checks; Opponent: bets $0.1; Hero: calls $0.1; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: bets $0.16; ,Opponent collected $0.46 from pot
RC3334555677,6,5.3,9h As,,,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.33 to $0.44; ,,,,Opponent 3
RC3334555646,5,5.3,8d 6h,,,,,,,,Opponent 3
RC3334555612,5,5.3,Ts 3c,Ah 6h 4s,Ks,9d,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.06; Opponent: calls $0.06; ,Opponent: checks; Opponent: checks; Opponent: shows [8c Js] (Ace-High); Opponent: shows [2h 2c] (Pair of Twos); ,Opponent collected $0.23 from pot
RC3334555583,6,5.3,2c 7c,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 2
RC3334555515,2,5.32,8h Ac,2h Jd Qh,9c,2c,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: checks; Opponent: bets $0.13; Opponent: calls $0.13; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.28; ,Opponent collected $0.5 from pot
RC3334555492,3,5.37,6d Kh,Ac 3s Ts,3d,5h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Kc 9c] (Pair of Treys); Opponent: shows [Jh Th] (Pair of Tens and Pair of Treys); ,Opponent collected $0.53 from pot
RC3334555416,6,5.3,8c As,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334555165,4,5.23,8d 9d,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334555138,3,5.28,3h 7s,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334554947,5,5.38,As Th,9h 7c Kh,5d,,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: bets $0.17; ,,Opponent collected $0.24 from pot
RC3334484653,1,5.0,Kc Ad,8h 4h 8c,6d,3h,Opponent: raises $0.06 to $0.11; Hero: raises $0.23 to $0.34; Opponent: calls $0.23; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [Qd As] (Pair of Eights); Hero: shows [Kc Ad] (Pair of Eights); ,Hero collected $0.72 from pot
RC3334484628,6,5.0,6h Qh,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.2 to $0.3; ,,,,Opponent 1
RC3334484599,2,5.0,6s 9c,,,,,,,,Opponent 3
RC3334484576,1,5.0,3h Qs,Js Qh 4s,Qd,8s,Opponent: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: calls $0.21; ,Opponent: checks; Opponent: bets $0.23; Opponent: raises $0.58 to $0.81; Opponent: calls $0.58; ,Opponent: bets $1.22 and is all-in; Opponent: calls $1.22; Opponent: shows [6s 9s] (Pair of Queens); Opponent: shows [Jh As] (Pair of Queens and Pair of Jacks); ,,Opponent collected $4.53 from pot
RC3334484548,6,5.0,6c Qs,,,,Opponent: raises $0.12 to $0.17; ,,,,Opponent 1
RC3334484464,4,5.01,Qd Td,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.28 to $0.38; ,,,,Opponent 1
RC3334484436,2,5.03,8c Ks,,,,,,,,Opponent 3
RC3334484407,1,5.03,3d Qs,,,,,,,,Opponent 3
RC3334484297,3,5.08,9s Ks,3d Ah Tc,Kd,8s,Opponent: raises $0.06 to $0.11; Opponent: raises $0.29 to $0.4; Opponent: calls $0.29; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.44; Opponent: calls $0.44; ,Opponent: checks; Opponent: checks; Opponent: shows [Th Jh] (Pair of Tens); Opponent: shows [As Jc] (Pair of Aces); ,Opponent collected $1.6 from pot
RC3334484277,3,5.13,3c Ks,9d Jh 8c,5s,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.36; ,,Opponent collected $0.45 from pot
RC3334484019,6,5.26,3s 3h,5c 7c 2c,Ts,,Opponent: raises $0.08 to $0.13; Hero: calls $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; Hero: checks; ,Opponent: bets $0.14; ,,Opponent collected $0.39 from pot
RC3334483989,6,5.26,Kh 5s,,,,,,,,Opponent 3
RC3334483753,6,5.36,Js Kh,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.26 to $0.36; ,,,,Opponent 1
RC3334483721,1,5.36,Jd 3s,Jc Qs Kd,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: checks; Opponent: bets $0.1; Opponent: raises $0.36 to $0.46; ,,,Opponent collected $0.45 from pot
RC3334483647,2,5.38,2c 2h,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 5
RC3334483618,5,5.38,7h 2d,8c 6d 3h,2h,Th,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.11; Opponent: calls $0.11; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.39; ,Opponent collected $0.42 from pot
RC3334483590,5,5.38,Th 5c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334483564,4,5.38,Kh 5s,Kc 7s 2h,4d,Th,Opponent: raises $0.07 to $0.12; Opponent: raises $0.28 to $0.4; Opponent: calls $0.28; ,Opponent: bets $0.4; Opponent: calls $0.4; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Jh Qd] (King-High); Opponent: shows [Qs Ah] (Ace-High); ,Opponent collected $1.46 from pot
RC3334483490,3,5.43,8h 3h,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 2
RC3334483446,6,5.43,8h 6s,6c Kh 8c,,,Opponent: raises $0.07 to $0.12; Opponent: calls $0.07; ,Opponent: bets $0.06; ,,,Opponent collected $0.23 from pot
RC3334483415,6,5.43,3c Kc,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334483331,2,5.45,Js 2c,Ts 6d 5s,8s,Th,Opponent: total $0.5; Opponent: raises $0.1 to $0.15; Opponent: raises $5.06 to $5.21 and is all-in; Opponent: calls $5.06; Opponent: shows [6s Ad]; Opponent: shows [Kh Ac]; ,Opponent: Chooses to EV Cashout; ,,Opponent: Pays Cashout Risk ($1.57); ,Opponent collected $10.77 from pot
RC3334483271,1,5.45,4c 8h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334483200,3,5.5,Kc 4c,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 4
RC3334483157,6,5.5,3c 9c,,,,,,,,Opponent 3
RC3334483129,6,5.5,Ah 2d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334483087,5,5.5,Qd Th,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 1
RC3334483052,1,5.5,6h Td,,,,Opponent: raises $0.08 to $0.13; Opponent: raises $0.25 to $0.38; Opponent: raises $0.62 to $1; Opponent: raises $4.02 to $5.02 and is all-in; ,,,,Opponent 5
RC3334483026,2,5.52,Ks 6h,Kc Ad Js,8c,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.08; ,,Opponent collected $0.21 from pot
RC3334482716,2,5.42,Js Kd,Qh Qs 4c,Th,3s,Hero: calls $0.03; Opponent: checks; ,Hero: checks; Opponent: bets $0.06; Hero: calls $0.06; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; Hero: shows [Js Kd] (Pair of Queens); Opponent: shows [9s 2s] (Pair of Queens); ,Hero collected $0.21 from pot
RC3334482684,4,5.42,8d 3c,,,,,,,,Opponent 3
RC3334482646,6,5.42,Ac 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 5
RC3334482614,4,5.42,7c Jd,,,,,,,,Opponent 3
RC3334482580,1,5.42,4h 6d,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334482514,3,5.47,Qc As,6c 4s Qs,3c,7c,Opponent: raises $0.05 to $0.1; Opponent: raises $0.28 to $0.38; Opponent: calls $0.28; ,Opponent: checks; Opponent: bets $0.3; Opponent: calls $0.3; ,Opponent: checks; Opponent: checks; ,Opponent: bets $1.15; ,Opponent collected $1.36 from pot
RC3334482424,3,5.45,4c Ac,,,,,,,,Opponent 3
RC3334482401,6,5.45,2h 9d,2s 5s 7s,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: bets $0.1; ,,,Opponent collected $0.27 from pot
RC3334481951,2,6.03,Qc As,4c 4s Tc,2s,4h,Opponent: raises $0.05 to $0.1; Hero: raises $0.32 to $0.42; Opponent: calls $0.32; ,Hero: checks; Opponent: bets $0.07; Hero: calls $0.07; ,Hero: checks; Opponent: bets $0.09; Hero: calls $0.09; ,Hero: checks; Opponent: bets $0.67; ,Opponent collected $1.15 from pot
RC3334481794,3,6.13,5d As,Kd Qc 9h,,,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.11; ,,,Opponent collected $0.21 from pot
RC3334481762,1,6.13,6c Kd,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.35 to $0.5; Opponent: raises $0.55 to $1.05; Opponent: raises $6.62 to $7.67 and is all-in; ,,,,Opponent 3
RC3334481464,4,5.94,Tc As,6h 7h Kc,7c,Ad,Hero: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Hero: bets $0.08; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.2; ,Hero collected $0.37 from pot
RC3334481427,6,5.94,5h 6d,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 4
RC3334481347,5,6.04,6c 5c,,,,Hero: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: raises $0.37 to $0.47; ,,,,Opponent 1
RC3334481319,5,6.04,2h Ad,,,,,,,,Opponent 3
RC3334481289,4,6.04,8h 5d,,,,,,,,Opponent 3
RC3334481264,2,6.06,7d 3c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 6
RC3334481237,2,6.08,Ks 3h,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334481210,4,6.08,5s As,,,,,,,,Opponent 3
RC3334481179,3,6.13,2c Ts,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334481147,1,6.13,6s 9c,,,,,,,,Opponent 3
RC3334481120,5,6.13,3s 4c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 6
RC3334481093,6,6.13,3s Ts,,,,Opponent: raises $0.1 to $0.15; Opponent: raises $0.6 to $0.75; ,,,,Opponent 3
RC3334481012,1,6.13,Td Jc,,,,Opponent: raises $0.15 to $0.2; ,,,,Opponent 6
RC3334480967,3,6.18,Ac 8h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3334480915,2,6.2,9c Ad,6h 6c 5c,8c,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: bets $0.42; ,,Opponent collected $0.54 from pot
RC3334480885,1,6.2,Ts 4c,,,,,,,,Opponent 3
RC3334480844,6,6.2,Th 3h,,,,,,,,Opponent 3
RC3334480807,4,6.2,3s Qc,7d 6h Jh,,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: checks; Opponent: bets $0.08; ,,,Opponent collected $0.21 from pot
RC3334480771,4,6.2,Js 4h,8s 6h Kd,2h,9c,Opponent: raises $0.05 to $0.1; Opponent: calls $0.05; ,Opponent: bets $0.08; Opponent: calls $0.08; ,Opponent: bets $0.28; Opponent: calls $0.28; ,Opponent: checks; Opponent: checks; Opponent: shows [3h 7s] (King-High); Opponent: shows [7h 8c] (Pair of Eights); ,Opponent collected $0.88 from pot
RC3334480745,6,6.2,2c Tc,,,,,,,,Opponent 3
RC3334480548,6,6.3,Kc 5c,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.24 to $0.34; ,,,,Opponent 1
RC3334480492,1,6.3,8s 2c,As Js Qd,Qh,,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: bets $0.19; ,,Opponent collected $0.53 from pot
RC3334480462,2,6.32,3d Ts,,,,,,,,Opponent 3
RC3334480435,3,6.37,Qd 4d,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 1
RC3334480413,4,6.37,2d Ad,Jc 4h 2s,3d,As,Opponent: raises $0.05 to $0.1; Opponent: raises $0.05 to $0.15; Opponent: calls $0.05; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.16; ,Opponent collected $0.31 from pot
RC3334480388,2,6.39,Qc 7h,,,,Opponent: raises $0.06 to $0.11; ,,,,Opponent 6
RC3334480367,6,6.39,Qd 5s,4c Kh 2h,,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: bets $0.13; ,,,Opponent collected $0.25 from pot
RC3334480344,1,6.39,4c Td,5c 6h Kc,Ts,4s,Opponent: calls $0.05; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Jc 4h] (Pair of Fours); Opponent: shows [Ac 2s] (Ace-High); ,Opponent collected $0.12 from pot
RC3334479983,3,6.12,5c 6c,Ac 7d 8c,2h,6s,Opponent: raises $0.05 to $0.1; Hero: calls $0.05; ,Hero: checks; Opponent: bets $0.17; Hero: calls $0.17; ,Hero: checks; Opponent: checks; ,Hero: checks; Opponent: checks; Hero: shows [5c 6c] (Pair of Sixes); Opponent: shows [Jh Qc] (Ace-High); ,Hero collected $0.54 from pot
RC3334479952,4,6.12,7d 6c,Qh 5d 3d,Ad,4h,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; ,Opponent: bets $0.14; Opponent: calls $0.14; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.28; ,Opponent collected $0.53 from pot
RC3334479925,4,6.12,Jh 7c,,,,,,,,Opponent 3
RC3334479620,5,6.1,Ts Ad,Qs 8d 9d,9s,Qh,Hero: raises $0.05 to $0.1; Opponent: calls $0.08; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: checks; Opponent: shows [2c Ah] (Pair of Queens and Pair of Nines); Hero: shows [Ts Ad] (Pair of Queens and Pair of Nines); ,Hero collected $0.12 from pot
RC3334479593,5,6.1,9c Qs,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.42 to $0.52; Opponent: raises $0.53 to $1.05; Opponent: raises $4.73 to $5.78 and is all-in; ,,,,Opponent 2
RC3334479481,3,6.15,3d Jd,8c Qs 6c,Ts,7d,Opponent: raises $0.08 to $0.13; Opponent: raises $0.29 to $0.42; Opponent: calls $0.29; ,Opponent: checks; Opponent: checks; ,Opponent: bets $0.31; Opponent: calls $0.31; ,Opponent: bets $1.53; ,Opponent collected $1.39 from pot
RC3334479452,6,6.15,5d 7c,,,,Opponent: raises $0.05 to $0.1; ,,,,Opponent 4
RC3334479426,1,6.15,3s 7h,,,,Opponent: raises $0.05 to $0.1; Opponent: raises $0.26 to $0.36; ,,,,Opponent 6
RC3334479399,5,6.15,Qc Jh,Ad 6c Kd,7h,3h,Opponent: raises $0.08 to $0.13; Opponent: raises $0.41 to $0.54; Opponent: calls $0.41; ,Opponent: checks; Opponent: bets $0.16; Opponent: calls $0.16; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: checks; Opponent: shows [Ac Jc] (Pair of Aces); Opponent: shows [Js 8s] (Ace-High); ,Opponent collected $1.33 from pot
RC3334479371,2,6.17,3s Ac,,,,,,,,Opponent 3
RC3334479350,2,6.19,3c 5s,5h 7d 4d,Qc,,Opponent: raises $0.06 to $0.11; Opponent: raises $0.44 to $0.55; Opponent: calls $0.44; ,Opponent: bets $0.37; Opponent: calls $0.37; ,Opponent: checks; Opponent: bets $0.62; ,,Opponent collected $1.7 from pot
RC3334479328,2,6.21,6d 3s,4h 2d 9s,Jc,,Opponent: raises $0.08 to $0.13; Opponent: calls $0.08; ,Opponent: checks; Opponent: checks; ,Opponent: checks; Opponent: bets $0.1; ,,Opponent collected $0.27 from pot
RC3334479302,6,6.21,Kc 5c,,,,Opponent: raises $0.08 to $0.13; ,,,,Opponent 2
RC3334479273,3,6.26,3d 2c,4s 4d 6c,,,Opponent: calls $0.03; Hero: checks; ,Opponent: bets $0.05; ,,,Opponent collected $0.1 from pot
RC3334479237,1,6.26,4c Qd,Ts Jh 7c,7h,8s,Opponent: raises $0.1 to $0.15; Opponent: calls $0.1; ,Opponent: bets $0.1; Opponent: calls $0.1; ,Opponent: bets $0.38; Opponent: calls $0.38; ,Opponent: checks; Opponent: bets $0.95; ,Opponent collected $1.2 from pot
RC3334479200,4,6.26,6s 5c,,,,,,,,Opponent 3
RC3334478918,6,5.6,Kc Kh,5d Kd Jh,5s,6c,Opponent: raises $0.08 to $0.13; Hero: raises $0.25 to $0.38; Opponent: calls $0.25; ,Opponent: checks; Hero: bets $0.28; Opponent: calls $0.28; ,Opponent: checks; Hero: checks; ,Opponent: checks; Hero: bets $0.7; ,Hero collected $1.32 from pot
RC3334475355,3,5.7,8d 9d,8c 6h Jd,Ac,4s,Opponent: raises $0.05 to $0.1; Opponent: calls $0.1; Opponent: calls $0.08; Hero: calls $0.05; ,Opponent: checks; Hero: checks; Opponent: checks; Opponent: checks; ,Opponent: checks; Hero: checks; Opponent: checks; Opponent: checks; ,Opponent: bets $0.4; ,Opponent collected $0.38 from pot
RC3334475324,4,5.7,9c Td,,,,Opponent: raises $0.1 to $0.15; ,,,,Opponent 1
RC3334475181,5,5.8,Ts 9s,,,,Hero: raises $0.05 to $0.1; Opponent: raises $0.21 to $0.31; Opponent: raises $0.6 to $0.91; ,,,,Opponent 1
RC3334475047,1,5.73,Jc Kd,,,,Hero: raises $0.05 to $0.1; ,,,,Opponent 1
